5.790019,45
5.952494,45
5.315949,45
5.595926,45
6.068915,37
5.793871,45
6.389161,36
6.047781,51
5.354861,45
5.259597,45
5.239404,45
5.874553,45
6.001272,45
5.508173,45
5.866414,13
5.729413,1
5.729413,31
5.809437,13
6.657937,51
6.289252,13
6.631926,45
6.092223,45
5.971912,45
5.847161,45
6.239488,45
6.357876,45
6.752745,17
6.047781,45
6.152528,13
4.931287,45
3.883974,39
6.023867,45
5.441835,36
6.332576,6
4.606131,36
6.542389,25
4.502584,50
5.874553,50
4.929898,50
5.455957,34
6.001272,50
6.092223,50
5.499443,50
6.620201,39
6.357876,39
6.047781,39
5.464891,54
6.620201,54
5.760175,54
5.441835,54
5.036578,54
6.288895,4
5.790019,54
5.165335,54
6.175587,54
5.522294,54
5.721887,54
6.465816,54
5.809455,54
3.484194,54
6.351859,54
6.397207,54
4.972081,54
5.32084,54
5.075799,54
5.901214,54
6.105608,54
5.664895,54
7.19918,54
5.116621,54
6.413932,51
5.595926,54
6.252534,51
5.790019,54
3.91452,54
5.658208,54
6.075346,54
5.996763,54
5.47783,54
5.901214,54
6.2148,54
5.521961,54
6.514023,54
5.441835,54
6.175587,54
6.163517,54
5.847161,54
5.336521,54
6.677495,8
5.298817,54
6.037274,54
6.151647,54
5.879942,54
6.134774,54
5.729413,54
5.729413,54
6.05978,54
5.729413,54
5.94949,54
5.501258,54
4.193435,54
6.252904,54
6.39066,54
6.40316,54
5.729413,21
5.574272,21
5.511972,54
6.106466,54
5.657489,54
6.25563,54
5.20833,21
5.015112,54
5.524257,54
5.259597,21
5.790019,54
5.940434,54
5.933976,39
6.512002,54
6.36195,54
5.289349,54
7.050939,54
6.07424,54
6.357876,51
6.132656,17
6.029436,31
5.911682,31
5.018934,20
5.987852,18
5.952494,31
6.665316,31
5.901214,46
6.142306,40
6.502446,29
6.014215,8
5.376904,36
5.176258,23
5.915003,36
5.678696,36
5.901214,36
5.805772,18
5.234445,36
5.042051,36
6.187514,36
5.891166,9
6.134774,36
5.863686,36
5.116621,36
5.106528,36
5.904103,36
3.834061,36
6.023816,36
5.181676,36
6.086,36
6.052383,36
6.032537,36
5.595926,36
6.097075,36
5.847161,42
6.216337,36
6.001272,36
5.97718,36
6.397096,36
5.036578,36
4.723808,36
5.521845,36
6.306591,36
5.181159,50
6.242485,36
6.991018,9
6.485662,36
4.999462,36
4.957316,36
6.175587,36
6.670693,9
5.259597,9
5.952494,39
5.952494,36
6.240988,36
5.745004,42
6.343336,17
5.595926,36
5.768633,36
5.39319,36
5.22709,48
5.992185,36
6.097426,36
5.697674,36
6.193767,42
5.013963,36
5.48264,36
5.809768,36
5.595926,36
5.289141,36
5.573542,36
5.847161,36
4.881064,25
5.568435,36
6.175587,17
6.40374,36
6.173994,36
6.620201,55
5.521845,36
6.20708,36
6.483019,36
6.191851,36
5.768633,36
5.98592,36
5.526448,36
6.134774,36
5.927182,36
5.847161,36
6.134774,36
6.163517,36
5.790019,36
-0.732368,42
6.250309,21
6.848434,36
5.635819,42
6.594229,42
6.082614,36
5.521845,36
6.405705,36
5.259597,36
5.961947,36
6.024332,36
6.406658,36
5.895938,36
6.2148,36
5.288898,42
5.354861,18
5.752878,36
5.521845,36
6.456498,36
6.092223,36
6.2451,36
6.891118,17
6.357876,21
6.252534,36
6.706133,36
5.595926,36
6.366503,36
6.288895,36
5.990743,36
6.024797,36
6.509142,36
5.790019,42
6.175587,36
5.978642,36
6.545709,29
6.457705,36
6.512002,26
5.748596,36
6.540169,36
5.952494,36
5.905634,36
6.047781,42
6.175587,36
4.903136,36
6.2148,42
6.158302,36
6.374402,36
5.441835,39
5.559572,42
6.175587,36
6.2451,25
6.215108,36
5.760175,36
6.357876,36
6.317408,39
6.306591,36
5.354861,36
6.125094,42
6.207991,36
6.357876,36
6.280288,36
5.790019,36
5.765991,36
5.664895,36
6.173586,36
6.092223,36
5.969763,36
6.360538,42
5.939918,36
5.521961,36
6.941971,42
5.841033,36
5.790019,36
6.313583,36
6.001272,36
5.521845,36
6.572686,36
6.057729,36
5.474981,36
5.664895,36
6.552864,36
5.978642,36
6.144309,36
5.991964,36
6.134774,36
5.901214,36
6.047781,36
6.175587,36
6.817347,36
5.635504,36
5.52246,36
5.760175,36
5.259597,36
6.252534,36
6.336565,36
6.2148,36
6.134774,36
5.847439,36
6.710593,9
5.67682,36
5.937891,36
6.214808,36
6.492386,36
6.093092,1
5.705384,36
6.047781,36
6.134774,36
6.175587,36
5.538354,36
6.211334,36
1.410987,36
6.313583,36
6.187118,36
6.085681,36
6.054123,36
6.188521,36
5.922382,36
5.521861,36
5.847161,36
7.107945,36
5.24753,42
6.087002,36
4.906303,36
4.520829,42
5.847161,12
3.310683,36
5.441835,19
5.952494,36
5.664895,36
6.000796,6
6.115213,42
5.952494,36
6.238362,36
6.306355,36
6.270879,36
5.98592,36
5.901214,42
5.952494,36
5.330021,36
5.916876,36
5.707302,42
5.423048,42
5.729413,36
5.840369,36
6.811435,36
6.512002,42
5.890102,42
3.558913,36
5.624087,36
4.903136,36
6.218464,36
5.25056,36
5.847161,36
5.677039,34
5.308363,36
6.288895,36
6.397138,29
5.952494,36
5.036578,36
5.40103,34
6.273784,36
6.512002,17
6.034054,51
5.729413,36
6.347827,36
5.275462,36
6.170395,36
5.901214,34
5.952494,36
5.739448,36
6.502819,25
5.847161,36
5.664895,36
5.841592,36
6.175587,20
6.357876,36
5.729413,36
6.2148,36
6.32398,36
6.963936,36
6.047781,36
6.148877,36
6.31184,36
6.067199,36
5.552885,36
5.394082,47
6.096561,36
5.664895,36
6.092223,36
5.788836,36
3.365304,36
6.219787,36
6.172266,36
5.704103,36
5.729413,36
5.919979,36
7.274,44
5.441835,36
6.2148,36
6.386721,36
5.011302,36
4.788325,36
5.259597,36
5.055143,36
4.447284,36
6.288895,36
6.092223,36
5.822491,36
5.952494,36
6.092223,36
6.357876,34
6.05359,36
5.895938,36
5.952494,36
6.043226,36
6.097075,36
6.179579,36
4.799914,36
6.175587,36
5.790019,25
5.441835,36
6.001272,36
3.749504,36
5.809643,36
6.047781,36
5.486631,36
6.167557,36
6.540169,36
5.952494,36
5.729413,36
6.273784,36
5.988817,36
6.047781,36
5.847161,36
5.809816,27
6.422404,36
6.175587,36
4.922554,33
5.441835,36
6.357876,36
6.128925,36
7.274,24
6.868635,36
6.237611,36
6.529278,36
6.963936,36
5.931786,42
6.134774,36
6.092223,36
5.298817,36
6.252534,36
6.52493,36
7.274,36
6.39066,42
6.512002,12
5.259597,36
6.645516,39
7.274,42
5.521861,19
6.052315,36
5.270531,36
5.521877,36
6.32398,36
5.842708,36
6.195386,36
6.047781,36
6.645516,36
5.729413,36
5.075799,36
5.441835,36
5.921527,36
5.270861,36
5.637875,36
6.175587,36
7.274,36
5.298798,27
5.481056,42
3.700827,36
5.345733,36
7.043978,36
6.483019,36
5.595926,36
5.899041,36
7.274,36
5.508173,36
5.952494,36
5.318216,36
6.645516,36
6.490534,36
6.397096,36
5.716838,25
6.28139,36
5.664895,36
6.540169,36
5.664895,36
6.288895,36
5.874553,36
6.001272,36
6.288895,42
6.252534,36
6.639247,34
6.047781,36
